wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run bwnptjto
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260710_203540-bwnptjto
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.99_pruning_ratio_0.3_delta_t_1
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/bwnptjto
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: set
sparsity: 0.99
num_mask_updates: 100000
t_end_ratio: 0.8
pruning_ratio: 0.3
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] set | sparsity=0.99 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 1 | Epoch 12:  12%|█▏        | 12/100 [01:09<08:31,  5.82s/it, acc=0.875, lr=0.001, test_acc=0.206]
Iter 1 | Epoch 12:  12%|█▏        | 12/100 [01:15<08:31,  5.82s/it, acc=0.885, lr=0.001, test_acc=0.44] 
Iter 1 | Epoch 12:  13%|█▎        | 13/100 [01:15<08:26,  5.82s/it, acc=0.885, lr=0.001, test_acc=0.44]
Iter 1 | Epoch 13:  13%|█▎        | 13/100 [01:15<08:26,  5.82s/it, acc=0.885, lr=0.001, test_acc=0.44]
Iter 1 | Epoch 13:  13%|█▎        | 13/100 [01:21<08:26,  5.82s/it, acc=0.895, lr=0.001, test_acc=0.409]
Iter 1 | Epoch 13:  14%|█▍        | 14/100 [01:21<08:20,  5.82s/it, acc=0.895, lr=0.001, test_acc=0.409]
Iter 1 | Epoch 14:  14%|█▍        | 14/100 [01:21<08:20,  5.82s/it, acc=0.895, lr=0.001, test_acc=0.409]
Iter 1 | Epoch 14:  14%|█▍        | 14/100 [01:27<08:20,  5.82s/it, acc=0.905, lr=0.001, test_acc=0.396]
Iter 1 | Epoch 14:  15%|█▌        | 15/100 [01:27<08:14,  5.82s/it, acc=0.905, lr=0.001, test_acc=0.396]
Iter 1 | Epoch 15:  15%|█▌        | 15/100 [01:27<08:14,  5.82s/it, acc=0.905, lr=0.001, test_acc=0.396]
Iter 1 | Epoch 15:  15%|█▌        | 15/100 [01:33<08:14,  5.82s/it, acc=0.911, lr=0.001, test_acc=0.443]
Iter 1 | Epoch 15:  16%|█▌        | 16/100 [01:33<08:08,  5.82s/it, acc=0.911, lr=0.001, test_acc=0.443]
Iter 1 | Epoch 16:  16%|█▌        | 16/100 [01:33<08:08,  5.82s/it, acc=0.911, lr=0.001, test_acc=0.443]
Iter 1 | Epoch 16:  16%|█▌        | 16/100 [01:38<08:08,  5.82s/it, acc=0.92, lr=0.001, test_acc=0.487] 
Iter 1 | Epoch 16:  17%|█▋        | 17/100 [01:38<08:02,  5.82s/it, acc=0.92, lr=0.001, test_acc=0.487]
Iter 1 | Epoch 17:  17%|█▋        | 17/100 [01:38<08:02,  5.82s/it, acc=0.92, lr=0.001, test_acc=0.487]
Iter 1 | Epoch 17:  17%|█▋        | 17/100 [01:44<08:02,  5.82s/it, acc=0.919, lr=0.001, test_acc=0.318]
Iter 1 | Epoch 17:  18%|█▊        | 18/100 [01:44<07:56,  5.81s/it, acc=0.919, lr=0.001, test_acc=0.318]
Iter 1 | Epoch 18:  18%|█▊        | 18/100 [01:44<07:56,  5.81s/it, acc=0.919, lr=0.001, test_acc=0.318]
Iter 1 | Epoch 18:  18%|█▊        | 18/100 [01:50<07:56,  5.81s/it, acc=0.919, lr=0.001, test_acc=0.412]
Iter 1 | Epoch 18:  19%|█▉        | 19/100 [01:50<07:50,  5.81s/it, acc=0.919, lr=0.001, test_acc=0.412]
Iter 1 | Epoch 19:  19%|█▉        | 19/100 [01:50<07:50,  5.81s/it, acc=0.919, lr=0.001, test_acc=0.412]
Iter 1 | Epoch 19:  19%|█▉        | 19/100 [01:56<07:50,  5.81s/it, acc=0.936, lr=0.001, test_acc=0.268]
Iter 1 | Epoch 19:  20%|██        | 20/100 [01:56<07:45,  5.81s/it, acc=0.936, lr=0.001, test_acc=0.268]
Iter 1 | Epoch 20:  20%|██        | 20/100 [01:56<07:45,  5.81s/it, acc=0.936, lr=0.001, test_acc=0.268]
Iter 1 | Epoch 20:  20%|██        | 20/100 [02:02<07:45,  5.81s/it, acc=0.926, lr=0.001, test_acc=0.343]
Iter 1 | Epoch 20:  21%|██        | 21/100 [02:02<07:39,  5.81s/it, acc=0.926, lr=0.001, test_acc=0.343]
Iter 1 | Epoch 21:  21%|██        | 21/100 [02:02<07:39,  5.81s/it, acc=0.926, lr=0.001, test_acc=0.343]
Iter 1 | Epoch 21:  21%|██        | 21/100 [02:08<07:39,  5.81s/it, acc=0.94, lr=0.001, test_acc=0.466] 
Iter 1 | Epoch 21:  22%|██▏       | 22/100 [02:08<07:33,  5.82s/it, acc=0.94, lr=0.001, test_acc=0.466]
Iter 1 | Epoch 22:  22%|██▏       | 22/100 [02:08<07:33,  5.82s/it, acc=0.94, lr=0.001, test_acc=0.466]
Iter 1 | Epoch 22:  22%|██▏       | 22/100 [02:13<07:33,  5.82s/it, acc=0.944, lr=0.001, test_acc=0.422]
Iter 1 | Epoch 22:  23%|██▎       | 23/100 [02:13<07:28,  5.82s/it, acc=0.944, lr=0.001, test_acc=0.422]
Iter 1 | Epoch 23:  23%|██▎       | 23/100 [02:13<07:28,  5.82s/it, acc=0.944, lr=0.001, test_acc=0.422]
Iter 1 | Epoch 23:  23%|██▎       | 23/100 [02:19<07:28,  5.82s/it, acc=0.941, lr=0.001, test_acc=0.472]
Iter 1 | Epoch 23:  24%|██▍       | 24/100 [02:19<07:22,  5.82s/it, acc=0.941, lr=0.001, test_acc=0.472]
Iter 1 | Epoch 24:  24%|██▍       | 24/100 [02:19<07:22,  5.82s/it, acc=0.941, lr=0.001, test_acc=0.472]
Iter 1 | Epoch 24:  24%|██▍       | 24/100 [02:25<07:22,  5.82s/it, acc=0.943, lr=0.001, test_acc=0.436]
Iter 1 | Epoch 24:  25%|██▌       | 25/100 [02:25<07:16,  5.82s/it, acc=0.943, lr=0.001, test_acc=0.436]
Iter 1 | Epoch 25:  25%|██▌       | 25/100 [02:25<07:16,  5.82s/it, acc=0.943, lr=0.001, test_acc=0.436]
Iter 1 | Epoch 25:  25%|██▌       | 25/100 [02:31<07:16,  5.82s/it, acc=0.949, lr=0.001, test_acc=0.404]
Iter 1 | Epoch 25:  26%|██▌       | 26/100 [02:31<07:10,  5.82s/it, acc=0.949, lr=0.001, test_acc=0.404]
Iter 1 | Epoch 26:  26%|██▌       | 26/100 [02:31<07:10,  5.82s/it, acc=0.949, lr=0.001, test_acc=0.404]
Iter 1 | Epoch 26:  26%|██▌       | 26/100 [02:37<07:10,  5.82s/it, acc=0.945, lr=0.001, test_acc=0.275]
Iter 1 | Epoch 26:  27%|██▋       | 27/100 [02:37<07:04,  5.82s/it, acc=0.945, lr=0.001, test_acc=0.275]
Iter 1 | Epoch 27:  27%|██▋       | 27/100 [02:37<07:04,  5.82s/it, acc=0.945, lr=0.001, test_acc=0.275]
Iter 1 | Epoch 27:  27%|██▋       | 27/100 [02:42<07:04,  5.82s/it, acc=0.952, lr=0.001, test_acc=0.482]
Iter 1 | Epoch 27:  28%|██▊       | 28/100 [02:42<06:59,  5.82s/it, acc=0.952, lr=0.001, test_acc=0.482]
Iter 1 | Epoch 28:  28%|██▊       | 28/100 [02:42<06:59,  5.82s/it, acc=0.952, lr=0.001, test_acc=0.482]
Iter 1 | Epoch 28:  28%|██▊       | 28/100 [02:48<06:59,  5.82s/it, acc=0.955, lr=0.001, test_acc=0.324]
Iter 1 | Epoch 28:  29%|██▉       | 29/100 [02:48<06:53,  5.82s/it, acc=0.955, lr=0.001, test_acc=0.324]
Iter 1 | Epoch 29:  29%|██▉       | 29/100 [02:48<06:53,  5.82s/it, acc=0.955, lr=0.001, test_acc=0.324]
Iter 1 | Epoch 29:  29%|██▉       | 29/100 [02:54<06:53,  5.82s/it, acc=0.953, lr=0.001, test_acc=0.341]
Iter 1 | Epoch 29:  30%|███       | 30/100 [02:54<06:47,  5.82s/it, acc=0.953, lr=0.001, test_acc=0.341]
Iter 1 | Epoch 30:  30%|███       | 30/100 [02:54<06:47,  5.82s/it, acc=0.953, lr=0.001, test_acc=0.341]
Iter 1 | Epoch 30:  30%|███       | 30/100 [03:00<06:47,  5.82s/it, acc=0.953, lr=0.001, test_acc=0.47] 
Iter 1 | Epoch 30:  31%|███       | 31/100 [03:00<06:41,  5.82s/it, acc=0.953, lr=0.001, test_acc=0.47]
Iter 1 | Epoch 31:  31%|███       | 31/100 [03:00<06:41,  5.82s/it, acc=0.953, lr=0.001, test_acc=0.47]
Iter 1 | Epoch 31:  31%|███       | 31/100 [03:06<06:41,  5.82s/it, acc=0.956, lr=0.001, test_acc=0.456]
Iter 1 | Epoch 31:  32%|███▏      | 32/100 [03:06<06:35,  5.82s/it, acc=0.956, lr=0.001, test_acc=0.456]
Iter 1 | Epoch 32:  32%|███▏      | 32/100 [03:06<06:35,  5.82s/it, acc=0.956, lr=0.001, test_acc=0.456]
Iter 1 | Epoch 32:  32%|███▏      | 32/100 [03:12<06:35,  5.82s/it, acc=0.959, lr=0.001, test_acc=0.466]
Iter 1 | Epoch 32:  33%|███▎      | 33/100 [03:12<06:30,  5.82s/it, acc=0.959, lr=0.001, test_acc=0.466]
Iter 1 | Epoch 33:  33%|███▎      | 33/100 [03:12<06:30,  5.82s/it, acc=0.959, lr=0.001, test_acc=0.466]
Iter 1 | Epoch 33:  33%|███▎      | 33/100 [03:17<06:30,  5.82s/it, acc=0.961, lr=0.001, test_acc=0.477]
Iter 1 | Epoch 33:  34%|███▍      | 34/100 [03:17<06:24,  5.82s/it, acc=0.961, lr=0.001, test_acc=0.477]
Iter 1 | Epoch 34:  34%|███▍      | 34/100 [03:17<06:24,  5.82s/it, acc=0.961, lr=0.001, test_acc=0.477]
Iter 1 | Epoch 34:  34%|███▍      | 34/100 [03:23<06:24,  5.82s/it, acc=0.963, lr=0.001, test_acc=0.457]
Iter 1 | Epoch 34:  35%|███▌      | 35/100 [03:23<06:18,  5.82s/it, acc=0.963, lr=0.001, test_acc=0.457]
Iter 1 | Epoch 35:  35%|███▌      | 35/100 [03:23<06:18,  5.82s/it, acc=0.963, lr=0.001, test_acc=0.457]
Iter 1 | Epoch 35:  35%|███▌      | 35/100 [03:29<06:18,  5.82s/it, acc=0.961, lr=0.001, test_acc=0.373]
Iter 1 | Epoch 35:  36%|███▌      | 36/100 [03:29<06:12,  5.82s/it, acc=0.961, lr=0.001, test_acc=0.373]
Iter 1 | Epoch 36:  36%|███▌      | 36/100 [03:29<06:12,  5.82s/it, acc=0.961, lr=0.001, test_acc=0.373]
Iter 1 | Epoch 36:  36%|███▌      | 36/100 [03:35<06:12,  5.82s/it, acc=0.961, lr=0.001, test_acc=0.458]
Iter 1 | Epoch 36:  37%|███▋      | 37/100 [03:35<06:06,  5.82s/it, acc=0.961, lr=0.001, test_acc=0.458]
Iter 1 | Epoch 37:  37%|███▋      | 37/100 [03:35<06:06,  5.82s/it, acc=0.961, lr=0.001, test_acc=0.458]
Iter 1 | Epoch 37:  37%|███▋      | 37/100 [03:41<06:06,  5.82s/it, acc=0.966, lr=0.001, test_acc=0.393]
Iter 1 | Epoch 37:  38%|███▊      | 38/100 [03:41<06:00,  5.82s/it, acc=0.966, lr=0.001, test_acc=0.393]
Iter 1 | Epoch 38:  38%|███▊      | 38/100 [03:41<06:00,  5.82s/it, acc=0.966, lr=0.001, test_acc=0.393]
Iter 1 | Epoch 38:  38%|███▊      | 38/100 [03:46<06:00,  5.82s/it, acc=0.965, lr=0.001, test_acc=0.443]
Iter 1 | Epoch 38:  39%|███▉      | 39/100 [03:46<05:55,  5.82s/it, acc=0.965, lr=0.001, test_acc=0.443]
Iter 1 | Epoch 39:  39%|███▉      | 39/100 [03:46<05:55,  5.82s/it, acc=0.965, lr=0.001, test_acc=0.443]
Iter 1 | Epoch 39:  39%|███▉      | 39/100 [03:52<05:55,  5.82s/it, acc=0.968, lr=0.001, test_acc=0.489]
Iter 1 | Epoch 39:  40%|████      | 40/100 [03:52<05:48,  5.81s/it, acc=0.968, lr=0.001, test_acc=0.489]
Iter 1 | Epoch 40:  40%|████      | 40/100 [03:52<05:48,  5.81s/it, acc=0.968, lr=0.001, test_acc=0.489]
Iter 1 | Epoch 40:  40%|████      | 40/100 [03:58<05:48,  5.81s/it, acc=0.963, lr=0.001, test_acc=0.19] 
Iter 1 | Epoch 40:  41%|████      | 41/100 [03:58<05:43,  5.81s/it, acc=0.963, lr=0.001, test_acc=0.19]
Iter 1 | Epoch 41:  41%|████      | 41/100 [03:58<05:43,  5.81s/it, acc=0.963, lr=0.001, test_acc=0.19]
