wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run 89sk39hu
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260708_030509-89sk39hu
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.9_pruning_ratio_0.9_delta_t_8
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/89sk39hu
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: rigl
sparsity: 0.9
num_mask_updates: 10000
t_end_ratio: 0.8
pruning_ratio: 0.9
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] rigl | sparsity=0.9 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 2 | Epoch 24:  24%|██▍       | 24/100 [01:54<05:50,  4.61s/it, acc=0.977, lr=0.001, test_acc=0.569]
Iter 2 | Epoch 24:  25%|██▌       | 25/100 [01:54<05:45,  4.61s/it, acc=0.977, lr=0.001, test_acc=0.569]
Iter 2 | Epoch 25:  25%|██▌       | 25/100 [01:54<05:45,  4.61s/it, acc=0.977, lr=0.001, test_acc=0.569]
Iter 2 | Epoch 25:  25%|██▌       | 25/100 [01:59<05:45,  4.61s/it, acc=0.981, lr=0.001, test_acc=0.636]
Iter 2 | Epoch 25:  26%|██▌       | 26/100 [01:59<05:40,  4.60s/it, acc=0.981, lr=0.001, test_acc=0.636]
Iter 2 | Epoch 26:  26%|██▌       | 26/100 [01:59<05:40,  4.60s/it, acc=0.981, lr=0.001, test_acc=0.636]
Iter 2 | Epoch 26:  26%|██▌       | 26/100 [02:04<05:40,  4.60s/it, acc=0.979, lr=0.001, test_acc=0.428]
Iter 2 | Epoch 26:  27%|██▋       | 27/100 [02:04<05:37,  4.62s/it, acc=0.979, lr=0.001, test_acc=0.428]
Iter 2 | Epoch 27:  27%|██▋       | 27/100 [02:04<05:37,  4.62s/it, acc=0.979, lr=0.001, test_acc=0.428]
Iter 2 | Epoch 27:  27%|██▋       | 27/100 [02:08<05:37,  4.62s/it, acc=0.979, lr=0.001, test_acc=0.501]
Iter 2 | Epoch 27:  28%|██▊       | 28/100 [02:08<05:32,  4.61s/it, acc=0.979, lr=0.001, test_acc=0.501]
Iter 2 | Epoch 28:  28%|██▊       | 28/100 [02:08<05:32,  4.61s/it, acc=0.979, lr=0.001, test_acc=0.501]
Iter 2 | Epoch 28:  28%|██▊       | 28/100 [02:13<05:32,  4.61s/it, acc=0.981, lr=0.001, test_acc=0.596]
Iter 2 | Epoch 28:  29%|██▉       | 29/100 [02:13<05:26,  4.60s/it, acc=0.981, lr=0.001, test_acc=0.596]
Iter 2 | Epoch 29:  29%|██▉       | 29/100 [02:13<05:26,  4.60s/it, acc=0.981, lr=0.001, test_acc=0.596]
Iter 2 | Epoch 29:  29%|██▉       | 29/100 [02:17<05:26,  4.60s/it, acc=0.979, lr=0.001, test_acc=0.512]
Iter 2 | Epoch 29:  30%|███       | 30/100 [02:17<05:23,  4.62s/it, acc=0.979, lr=0.001, test_acc=0.512]
Iter 2 | Epoch 30:  30%|███       | 30/100 [02:17<05:23,  4.62s/it, acc=0.979, lr=0.001, test_acc=0.512]
Iter 2 | Epoch 30:  30%|███       | 30/100 [02:22<05:23,  4.62s/it, acc=0.983, lr=0.001, test_acc=0.611]
Iter 2 | Epoch 30:  31%|███       | 31/100 [02:22<05:18,  4.61s/it, acc=0.983, lr=0.001, test_acc=0.611]
Iter 2 | Epoch 31:  31%|███       | 31/100 [02:22<05:18,  4.61s/it, acc=0.983, lr=0.001, test_acc=0.611]
Iter 2 | Epoch 31:  31%|███       | 31/100 [02:27<05:18,  4.61s/it, acc=0.98, lr=0.001, test_acc=0.335] 
Iter 2 | Epoch 31:  32%|███▏      | 32/100 [02:27<05:14,  4.62s/it, acc=0.98, lr=0.001, test_acc=0.335]
Iter 2 | Epoch 32:  32%|███▏      | 32/100 [02:27<05:14,  4.62s/it, acc=0.98, lr=0.001, test_acc=0.335]
Iter 2 | Epoch 32:  32%|███▏      | 32/100 [02:31<05:14,  4.62s/it, acc=0.981, lr=0.001, test_acc=0.597]
Iter 2 | Epoch 32:  33%|███▎      | 33/100 [02:31<05:08,  4.61s/it, acc=0.981, lr=0.001, test_acc=0.597]
Iter 2 | Epoch 33:  33%|███▎      | 33/100 [02:31<05:08,  4.61s/it, acc=0.981, lr=0.001, test_acc=0.597]
Iter 2 | Epoch 33:  33%|███▎      | 33/100 [02:36<05:08,  4.61s/it, acc=0.982, lr=0.001, test_acc=0.586]
Iter 2 | Epoch 33:  34%|███▍      | 34/100 [02:36<05:03,  4.59s/it, acc=0.982, lr=0.001, test_acc=0.586]
Iter 2 | Epoch 34:  34%|███▍      | 34/100 [02:36<05:03,  4.59s/it, acc=0.982, lr=0.001, test_acc=0.586]
Iter 2 | Epoch 34:  34%|███▍      | 34/100 [02:40<05:03,  4.59s/it, acc=0.982, lr=0.001, test_acc=0.509]
Iter 2 | Epoch 34:  35%|███▌      | 35/100 [02:40<04:59,  4.60s/it, acc=0.982, lr=0.001, test_acc=0.509]
Iter 2 | Epoch 35:  35%|███▌      | 35/100 [02:40<04:59,  4.60s/it, acc=0.982, lr=0.001, test_acc=0.509]
Iter 2 | Epoch 35:  35%|███▌      | 35/100 [02:45<04:59,  4.60s/it, acc=0.983, lr=0.001, test_acc=0.591]
Iter 2 | Epoch 35:  36%|███▌      | 36/100 [02:45<04:53,  4.59s/it, acc=0.983, lr=0.001, test_acc=0.591]
Iter 2 | Epoch 36:  36%|███▌      | 36/100 [02:45<04:53,  4.59s/it, acc=0.983, lr=0.001, test_acc=0.591]
Iter 2 | Epoch 36:  36%|███▌      | 36/100 [02:50<04:53,  4.59s/it, acc=0.982, lr=0.001, test_acc=0.559]
Iter 2 | Epoch 36:  37%|███▋      | 37/100 [02:50<04:48,  4.58s/it, acc=0.982, lr=0.001, test_acc=0.559]
Iter 2 | Epoch 37:  37%|███▋      | 37/100 [02:50<04:48,  4.58s/it, acc=0.982, lr=0.001, test_acc=0.559]
Iter 2 | Epoch 37:  37%|███▋      | 37/100 [02:54<04:48,  4.58s/it, acc=0.982, lr=0.001, test_acc=0.596]
Iter 2 | Epoch 37:  38%|███▊      | 38/100 [02:54<04:44,  4.60s/it, acc=0.982, lr=0.001, test_acc=0.596]
Iter 2 | Epoch 38:  38%|███▊      | 38/100 [02:54<04:44,  4.60s/it, acc=0.982, lr=0.001, test_acc=0.596]
Iter 2 | Epoch 38:  38%|███▊      | 38/100 [02:59<04:44,  4.60s/it, acc=0.984, lr=0.001, test_acc=0.569]
Iter 2 | Epoch 38:  39%|███▉      | 39/100 [02:59<04:39,  4.58s/it, acc=0.984, lr=0.001, test_acc=0.569]
Iter 2 | Epoch 39:  39%|███▉      | 39/100 [02:59<04:39,  4.58s/it, acc=0.984, lr=0.001, test_acc=0.569]
Iter 2 | Epoch 39:  39%|███▉      | 39/100 [03:03<04:39,  4.58s/it, acc=0.983, lr=0.001, test_acc=0.189]
Iter 2 | Epoch 39:  40%|████      | 40/100 [03:03<04:35,  4.60s/it, acc=0.983, lr=0.001, test_acc=0.189]
Iter 2 | Epoch 40:  40%|████      | 40/100 [03:03<04:35,  4.60s/it, acc=0.983, lr=0.001, test_acc=0.189]
Iter 2 | Epoch 40:  40%|████      | 40/100 [03:08<04:35,  4.60s/it, acc=0.983, lr=0.001, test_acc=0.447]
Iter 2 | Epoch 40:  41%|████      | 41/100 [03:08<04:30,  4.59s/it, acc=0.983, lr=0.001, test_acc=0.447]
Iter 2 | Epoch 41:  41%|████      | 41/100 [03:08<04:30,  4.59s/it, acc=0.983, lr=0.001, test_acc=0.447]
Iter 2 | Epoch 41:  41%|████      | 41/100 [03:13<04:30,  4.59s/it, acc=0.985, lr=0.001, test_acc=0.641]
Iter 2 | Epoch 41:  42%|████▏     | 42/100 [03:13<04:25,  4.59s/it, acc=0.985, lr=0.001, test_acc=0.641]
Iter 2 | Epoch 42:  42%|████▏     | 42/100 [03:13<04:25,  4.59s/it, acc=0.985, lr=0.001, test_acc=0.641]
Iter 2 | Epoch 42:  42%|████▏     | 42/100 [03:17<04:25,  4.59s/it, acc=0.985, lr=0.001, test_acc=0.282]
Iter 2 | Epoch 42:  43%|████▎     | 43/100 [03:17<04:22,  4.60s/it, acc=0.985, lr=0.001, test_acc=0.282]
Iter 2 | Epoch 43:  43%|████▎     | 43/100 [03:17<04:22,  4.60s/it, acc=0.985, lr=0.001, test_acc=0.282]
Iter 2 | Epoch 43:  43%|████▎     | 43/100 [03:22<04:22,  4.60s/it, acc=0.985, lr=0.001, test_acc=0.422]
Iter 2 | Epoch 43:  44%|████▍     | 44/100 [03:22<04:17,  4.59s/it, acc=0.985, lr=0.001, test_acc=0.422]
Iter 2 | Epoch 44:  44%|████▍     | 44/100 [03:22<04:17,  4.59s/it, acc=0.985, lr=0.001, test_acc=0.422]
Iter 2 | Epoch 44:  44%|████▍     | 44/100 [03:26<04:17,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.616]
Iter 2 | Epoch 44:  45%|████▌     | 45/100 [03:26<04:12,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.616]
Iter 2 | Epoch 45:  45%|████▌     | 45/100 [03:26<04:12,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.616]
Iter 2 | Epoch 45:  45%|████▌     | 45/100 [03:31<04:12,  4.59s/it, acc=0.984, lr=0.001, test_acc=0.488]
Iter 2 | Epoch 45:  46%|████▌     | 46/100 [03:31<04:08,  4.60s/it, acc=0.984, lr=0.001, test_acc=0.488]
Iter 2 | Epoch 46:  46%|████▌     | 46/100 [03:31<04:08,  4.60s/it, acc=0.984, lr=0.001, test_acc=0.488]
Iter 2 | Epoch 46:  46%|████▌     | 46/100 [03:36<04:08,  4.60s/it, acc=0.983, lr=0.001, test_acc=0.57] 
Iter 2 | Epoch 46:  47%|████▋     | 47/100 [03:36<04:03,  4.59s/it, acc=0.983, lr=0.001, test_acc=0.57]
Iter 2 | Epoch 47:  47%|████▋     | 47/100 [03:36<04:03,  4.59s/it, acc=0.983, lr=0.001, test_acc=0.57]
Iter 2 | Epoch 47:  47%|████▋     | 47/100 [03:40<04:03,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.557]
Iter 2 | Epoch 47:  48%|████▊     | 48/100 [03:40<03:59,  4.60s/it, acc=0.986, lr=0.001, test_acc=0.557]
Iter 2 | Epoch 48:  48%|████▊     | 48/100 [03:40<03:59,  4.60s/it, acc=0.986, lr=0.001, test_acc=0.557]
Iter 2 | Epoch 48:  48%|████▊     | 48/100 [03:45<03:59,  4.60s/it, acc=0.986, lr=0.001, test_acc=0.528]
Iter 2 | Epoch 48:  49%|████▉     | 49/100 [03:45<03:53,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.528]
Iter 2 | Epoch 49:  49%|████▉     | 49/100 [03:45<03:53,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.528]
Iter 2 | Epoch 49:  49%|████▉     | 49/100 [03:49<03:53,  4.59s/it, acc=0.983, lr=0.001, test_acc=0.538]
Iter 2 | Epoch 49:  50%|█████     | 50/100 [03:49<03:49,  4.58s/it, acc=0.983, lr=0.001, test_acc=0.538]
Iter 2 | Epoch 50:  50%|█████     | 50/100 [03:49<03:49,  4.58s/it, acc=0.983, lr=0.001, test_acc=0.538]
Iter 2 | Epoch 50:  50%|█████     | 50/100 [03:54<03:49,  4.58s/it, acc=0.985, lr=0.001, test_acc=0.316]
Iter 2 | Epoch 50:  51%|█████     | 51/100 [03:54<03:45,  4.59s/it, acc=0.985, lr=0.001, test_acc=0.316]
Iter 2 | Epoch 51:  51%|█████     | 51/100 [03:54<03:45,  4.59s/it, acc=0.985, lr=0.001, test_acc=0.316]
Iter 2 | Epoch 51:  51%|█████     | 51/100 [03:58<03:45,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.601]
Iter 2 | Epoch 51:  52%|█████▏    | 52/100 [03:58<03:39,  4.58s/it, acc=0.986, lr=0.001, test_acc=0.601]
Iter 2 | Epoch 52:  52%|█████▏    | 52/100 [03:58<03:39,  4.58s/it, acc=0.986, lr=0.001, test_acc=0.601]
Iter 2 | Epoch 52:  52%|█████▏    | 52/100 [04:03<03:39,  4.58s/it, acc=0.986, lr=0.001, test_acc=0.541]
Iter 2 | Epoch 52:  53%|█████▎    | 53/100 [04:03<03:35,  4.58s/it, acc=0.986, lr=0.001, test_acc=0.541]
Iter 2 | Epoch 53:  53%|█████▎    | 53/100 [04:03<03:35,  4.58s/it, acc=0.986, lr=0.001, test_acc=0.541]
Iter 2 | Epoch 53:  53%|█████▎    | 53/100 [04:08<03:35,  4.58s/it, acc=0.986, lr=0.001, test_acc=0.595]
Iter 2 | Epoch 53:  54%|█████▍    | 54/100 [04:08<03:31,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.595]
Iter 2 | Epoch 54:  54%|█████▍    | 54/100 [04:08<03:31,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.595]
Iter 2 | Epoch 54:  54%|█████▍    | 54/100 [04:12<03:31,  4.59s/it, acc=0.984, lr=0.001, test_acc=0.616]
Iter 2 | Epoch 54:  55%|█████▌    | 55/100 [04:12<03:26,  4.59s/it, acc=0.984, lr=0.001, test_acc=0.616]
Iter 2 | Epoch 55:  55%|█████▌    | 55/100 [04:12<03:26,  4.59s/it, acc=0.984, lr=0.001, test_acc=0.616]
Iter 2 | Epoch 55:  55%|█████▌    | 55/100 [04:17<03:26,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.59] 
Iter 2 | Epoch 55:  56%|█████▌    | 56/100 [04:17<03:22,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.59]
Iter 2 | Epoch 56:  56%|█████▌    | 56/100 [04:17<03:22,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.59]
Iter 2 | Epoch 56:  56%|█████▌    | 56/100 [04:21<03:22,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.601]
Iter 2 | Epoch 56:  57%|█████▋    | 57/100 [04:21<03:17,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.601]
Iter 2 | Epoch 57:  57%|█████▋    | 57/100 [04:21<03:17,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.601]
Iter 2 | Epoch 57:  57%|█████▋    | 57/100 [04:26<03:17,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.567]
Iter 2 | Epoch 57:  58%|█████▊    | 58/100 [04:26<03:12,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.567]
Iter 2 | Epoch 58:  58%|█████▊    | 58/100 [04:26<03:12,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.567]
Iter 2 | Epoch 58:  58%|█████▊    | 58/100 [04:31<03:12,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.346]
Iter 2 | Epoch 58:  59%|█████▉    | 59/100 [04:31<03:08,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.346]
Iter 2 | Epoch 59:  59%|█████▉    | 59/100 [04:31<03:08,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.346]
Iter 2 | Epoch 59:  59%|█████▉    | 59/100 [04:35<03:08,  4.59s/it, acc=0.988, lr=0.001, test_acc=0.603]
Iter 2 | Epoch 59:  60%|██████    | 60/100 [04:35<03:03,  4.59s/it, acc=0.988, lr=0.001, test_acc=0.603]
Iter 2 | Epoch 60:  60%|██████    | 60/100 [04:35<03:03,  4.59s/it, acc=0.988, lr=0.001, test_acc=0.603]
Iter 2 | Epoch 60:  60%|██████    | 60/100 [04:40<03:03,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.622]
Iter 2 | Epoch 60:  61%|██████    | 61/100 [04:40<02:58,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.622]
Iter 2 | Epoch 61:  61%|██████    | 61/100 [04:40<02:58,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.622]
Iter 2 | Epoch 61:  61%|██████    | 61/100 [04:44<02:58,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.294]
Iter 2 | Epoch 61:  62%|██████▏   | 62/100 [04:44<02:54,  4.60s/it, acc=0.987, lr=0.001, test_acc=0.294]
Iter 2 | Epoch 62:  62%|██████▏   | 62/100 [04:44<02:54,  4.60s/it, acc=0.987, lr=0.001, test_acc=0.294]
Iter 2 | Epoch 62:  62%|██████▏   | 62/100 [04:49<02:54,  4.60s/it, acc=0.987, lr=0.001, test_acc=0.6]  
Iter 2 | Epoch 62:  63%|██████▎   | 63/100 [04:49<02:49,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.6]
Iter 2 | Epoch 63:  63%|██████▎   | 63/100 [04:49<02:49,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.6]
Iter 2 | Epoch 63:  63%|██████▎   | 63/100 [04:54<02:49,  4.59s/it, acc=0.986, lr=0.001, test_acc=0.357]
Iter 2 | Epoch 63:  64%|██████▍   | 64/100 [04:54<02:45,  4.60s/it, acc=0.986, lr=0.001, test_acc=0.357]
Iter 2 | Epoch 64:  64%|██████▍   | 64/100 [04:54<02:45,  4.60s/it, acc=0.986, lr=0.001, test_acc=0.357]
Iter 2 | Epoch 64:  64%|██████▍   | 64/100 [04:58<02:45,  4.60s/it, acc=0.987, lr=0.001, test_acc=0.283]
Iter 2 | Epoch 64:  65%|██████▌   | 65/100 [04:58<02:40,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.283]
Iter 2 | Epoch 65:  65%|██████▌   | 65/100 [04:58<02:40,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.283]
Iter 2 | Epoch 65:  65%|██████▌   | 65/100 [05:03<02:40,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.603] 
Iter 2 | Epoch 65:  66%|██████▌   | 66/100 [05:03<02:35,  4.58s/it, acc=0.99, lr=0.001, test_acc=0.603]
Iter 2 | Epoch 66:  66%|██████▌   | 66/100 [05:03<02:35,  4.58s/it, acc=0.99, lr=0.001, test_acc=0.603]
Iter 2 | Epoch 66:  66%|██████▌   | 66/100 [05:07<02:35,  4.58s/it, acc=0.989, lr=0.001, test_acc=0.203]
Iter 2 | Epoch 66:  67%|██████▋   | 67/100 [05:07<02:31,  4.60s/it, acc=0.989, lr=0.001, test_acc=0.203]
Iter 2 | Epoch 67:  67%|██████▋   | 67/100 [05:07<02:31,  4.60s/it, acc=0.989, lr=0.001, test_acc=0.203]
Iter 2 | Epoch 67:  67%|██████▋   | 67/100 [05:12<02:31,  4.60s/it, acc=0.987, lr=0.001, test_acc=0.414]
Iter 2 | Epoch 67:  68%|██████▊   | 68/100 [05:12<02:26,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.414]
Iter 2 | Epoch 68:  68%|██████▊   | 68/100 [05:12<02:26,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.414]
Iter 2 | Epoch 68:  68%|██████▊   | 68/100 [05:16<02:26,  4.59s/it, acc=0.988, lr=0.001, test_acc=0.654]
Iter 2 | Epoch 68:  69%|██████▉   | 69/100 [05:16<02:22,  4.58s/it, acc=0.988, lr=0.001, test_acc=0.654]
Iter 2 | Epoch 69:  69%|██████▉   | 69/100 [05:16<02:22,  4.58s/it, acc=0.988, lr=0.001, test_acc=0.654]
Iter 2 | Epoch 69:  69%|██████▉   | 69/100 [05:21<02:22,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.406]
Iter 2 | Epoch 69:  70%|███████   | 70/100 [05:21<02:17,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.406]
Iter 2 | Epoch 70:  70%|███████   | 70/100 [05:21<02:17,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.406]
Iter 2 | Epoch 70:  70%|███████   | 70/100 [05:26<02:17,  4.59s/it, acc=0.989, lr=0.001, test_acc=0.596]
Iter 2 | Epoch 70:  71%|███████   | 71/100 [05:26<02:12,  4.58s/it, acc=0.989, lr=0.001, test_acc=0.596]
Iter 2 | Epoch 71:  71%|███████   | 71/100 [05:26<02:12,  4.58s/it, acc=0.989, lr=0.001, test_acc=0.596]
Iter 2 | Epoch 71:  71%|███████   | 71/100 [05:30<02:12,  4.58s/it, acc=0.988, lr=0.001, test_acc=0.554]
Iter 2 | Epoch 71:  72%|███████▏  | 72/100 [05:30<02:08,  4.60s/it, acc=0.988, lr=0.001, test_acc=0.554]
Iter 2 | Epoch 72:  72%|███████▏  | 72/100 [05:30<02:08,  4.60s/it, acc=0.988, lr=0.001, test_acc=0.554]
Iter 2 | Epoch 72:  72%|███████▏  | 72/100 [05:35<02:08,  4.60s/it, acc=0.99, lr=0.001, test_acc=0.414] 
Iter 2 | Epoch 72:  73%|███████▎  | 73/100 [05:35<02:03,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.414]
Iter 2 | Epoch 73:  73%|███████▎  | 73/100 [05:35<02:03,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.414]
Iter 2 | Epoch 73:  73%|███████▎  | 73/100 [05:39<02:03,  4.59s/it, acc=0.989, lr=0.001, test_acc=0.622]
Iter 2 | Epoch 73:  74%|███████▍  | 74/100 [05:39<01:58,  4.58s/it, acc=0.989, lr=0.001, test_acc=0.622]
Iter 2 | Epoch 74:  74%|███████▍  | 74/100 [05:39<01:58,  4.58s/it, acc=0.989, lr=0.001, test_acc=0.622]
Iter 2 | Epoch 74:  74%|███████▍  | 74/100 [05:44<01:58,  4.58s/it, acc=0.989, lr=0.001, test_acc=0.171]
Iter 2 | Epoch 74:  75%|███████▌  | 75/100 [05:44<01:54,  4.59s/it, acc=0.989, lr=0.001, test_acc=0.171]
Iter 2 | Epoch 75:  75%|███████▌  | 75/100 [05:44<01:54,  4.59s/it, acc=0.989, lr=0.001, test_acc=0.171]
Iter 2 | Epoch 75:  75%|███████▌  | 75/100 [05:49<01:54,  4.59s/it, acc=0.987, lr=0.001, test_acc=0.553]
Iter 2 | Epoch 75:  76%|███████▌  | 76/100 [05:49<01:49,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.553]
Iter 2 | Epoch 76:  76%|███████▌  | 76/100 [05:49<01:49,  4.58s/it, acc=0.987, lr=0.001, test_acc=0.553]
Iter 2 | Epoch 76:  76%|███████▌  | 76/100 [05:53<01:49,  4.58s/it, acc=0.99, lr=0.001, test_acc=0.61]  
Iter 2 | Epoch 76:  77%|███████▋  | 77/100 [05:53<01:45,  4.58s/it, acc=0.99, lr=0.001, test_acc=0.61]
Iter 2 | Epoch 77:  77%|███████▋  | 77/100 [05:53<01:45,  4.58s/it, acc=0.99, lr=0.001, test_acc=0.61]
Iter 2 | Epoch 77:  77%|███████▋  | 77/100 [05:58<01:45,  4.58s/it, acc=0.99, lr=0.001, test_acc=0.281]
Iter 2 | Epoch 77:  78%|███████▊  | 78/100 [05:58<01:41,  4.60s/it, acc=0.99, lr=0.001, test_acc=0.281]
Iter 2 | Epoch 78:  78%|███████▊  | 78/100 [05:58<01:41,  4.60s/it, acc=0.99, lr=0.001, test_acc=0.281]
Iter 2 | Epoch 78:  78%|███████▊  | 78/100 [06:02<01:41,  4.60s/it, acc=0.99, lr=0.001, test_acc=0.448]
Iter 2 | Epoch 78:  79%|███████▉  | 79/100 [06:02<01:36,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.448]
Iter 2 | Epoch 79:  79%|███████▉  | 79/100 [06:02<01:36,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.448]
Iter 2 | Epoch 79:  79%|███████▉  | 79/100 [06:07<01:36,  4.59s/it, acc=0.989, lr=0.001, test_acc=0.533]
Iter 2 | Epoch 79:  80%|████████  | 80/100 [06:07<01:32,  4.60s/it, acc=0.989, lr=0.001, test_acc=0.533]
Iter 2 | Epoch 80:  80%|████████  | 80/100 [06:07<01:32,  4.60s/it, acc=0.989, lr=0.001, test_acc=0.533]
Iter 2 | Epoch 80:  80%|████████  | 80/100 [06:12<01:32,  4.60s/it, acc=0.99, lr=0.001, test_acc=0.526] 
Iter 2 | Epoch 80:  81%|████████  | 81/100 [06:12<01:27,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.526]
Iter 2 | Epoch 81:  81%|████████  | 81/100 [06:12<01:27,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.526]
Iter 2 | Epoch 81:  81%|████████  | 81/100 [06:16<01:27,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.574]
Iter 2 | Epoch 81:  82%|████████▏ | 82/100 [06:16<01:22,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.574]
Iter 2 | Epoch 82:  82%|████████▏ | 82/100 [06:16<01:22,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.574]
Iter 2 | Epoch 82:  82%|████████▏ | 82/100 [06:21<01:22,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.606]
Iter 2 | Epoch 82:  83%|████████▎ | 83/100 [06:21<01:18,  4.60s/it, acc=0.99, lr=0.001, test_acc=0.606]
Iter 2 | Epoch 83:  83%|████████▎ | 83/100 [06:21<01:18,  4.60s/it, acc=0.99, lr=0.001, test_acc=0.606]
Iter 2 | Epoch 83:  83%|████████▎ | 83/100 [06:25<01:18,  4.60s/it, acc=0.991, lr=0.001, test_acc=0.564]
Iter 2 | Epoch 83:  84%|████████▍ | 84/100 [06:25<01:13,  4.59s/it, acc=0.991, lr=0.001, test_acc=0.564]
Iter 2 | Epoch 84:  84%|████████▍ | 84/100 [06:25<01:13,  4.59s/it, acc=0.991, lr=0.001, test_acc=0.564]
Iter 2 | Epoch 84:  84%|████████▍ | 84/100 [06:30<01:13,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.651] 
Iter 2 | Epoch 84:  85%|████████▌ | 85/100 [06:30<01:08,  4.58s/it, acc=0.99, lr=0.001, test_acc=0.651]
Iter 2 | Epoch 85:  85%|████████▌ | 85/100 [06:30<01:08,  4.58s/it, acc=0.99, lr=0.001, test_acc=0.651]
Iter 2 | Epoch 85:  85%|████████▌ | 85/100 [06:35<01:08,  4.58s/it, acc=0.992, lr=0.001, test_acc=0.509]
Iter 2 | Epoch 85:  86%|████████▌ | 86/100 [06:35<01:04,  4.60s/it, acc=0.992, lr=0.001, test_acc=0.509]
Iter 2 | Epoch 86:  86%|████████▌ | 86/100 [06:35<01:04,  4.60s/it, acc=0.992, lr=0.001, test_acc=0.509]
Iter 2 | Epoch 86:  86%|████████▌ | 86/100 [06:39<01:04,  4.60s/it, acc=0.99, lr=0.001, test_acc=0.632] 
Iter 2 | Epoch 86:  87%|████████▋ | 87/100 [06:39<00:59,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.632]
Iter 2 | Epoch 87:  87%|████████▋ | 87/100 [06:39<00:59,  4.59s/it, acc=0.99, lr=0.001, test_acc=0.632]
Iter 2 | Epoch 87:  87%|████████▋ | 87/100 [06:44<00:59,  4.59s/it, acc=0.991, lr=0.001, test_acc=0.359]
